1743408331.017617 server started (27176): version 3.5a, socket /private/tmp/tmux-502/test, protocol 8
1743408331.017675 on Darwin 24.3.0 Darwin Kernel Version 24.3.0: Thu Jan  2 20:24:16 PST 2025; root:xnu-11215.81.4~3/RELEASE_ARM64_T6000
1743408331.017686 using libevent 2.1.12-stable select
1743408331.017699 using utf8proc 2.10.0
1743408331.017707 using ncurses 6.5 20240427
1743408331.173627 client 0x12c00e400 IDENTIFY_ENVIRON SAVEHIST=100000
1743408331.173629 peer 0x130048000 message 105
1743408331.173632 client 0x12c00e400 IDENTIFY_ENVIRON resurrect_dir=/Users/shemishtamesh/.local/share/tmux/resurrect
1743408331.173634 peer 0x130048000 message 105
1743408331.173637 client 0x12c00e400 IDENTIFY_ENVIRON STARSHIP_SESSION_KEY=8809172824985868
1743408331.173639 peer 0x130048000 message 105
1743408331.173641 client 0x12c00e400 IDENTIFY_ENVIRON NIX_USER_PROFILE_DIR=/nix/var/nix/profiles/per-user/shemishtamesh
1743408331.173644 peer 0x130048000 message 105
1743408331.173646 client 0x12c00e400 IDENTIFY_ENVIRON INFOPATH=/opt/homebrew/share/info:
1743408331.173648 peer 0x130048000 message 105
1743408331.173651 client 0x12c00e400 IDENTIFY_ENVIRON MANWIDTH=999
1743408331.173653 peer 0x130048000 message 105
1743408331.173656 client 0x12c00e400 IDENTIFY_ENVIRON TERMINFO=/Applications/kitty.app/Contents/Resources/kitty/terminfo
1743408331.173658 peer 0x130048000 message 105
1743408331.173661 client 0x12c00e400 IDENTIFY_ENVIRON TERM=xterm-kitty
1743408331.173663 peer 0x130048000 message 105
1743408331.173666 client 0x12c00e400 IDENTIFY_ENVIRON USER=shemishtamesh
1743408331.173668 peer 0x130048000 message 105
1743408331.173670 client 0x12c00e400 IDENTIFY_ENVIRON HOMEBREW_CELLAR=/opt/homebrew/Cellar
1743408331.173673 peer 0x130048000 message 105
1743408331.173678 client 0x12c00e400 IDENTIFY_ENVIRON MANPAGER=nvim +Man!
1743408331.173681 peer 0x130048000 message 105
1743408331.173683 client 0x12c00e400 IDENTIFY_ENVIRON SHLVL=3
1743408331.173685 peer 0x130048000 message 105
1743408331.173688 client 0x12c00e400 IDENTIFY_ENVIRON __HM_ZSH_SESS_VARS_SOURCED=1
1743408331.173690 peer 0x130048000 message 105
1743408331.173693 client 0x12c00e400 IDENTIFY_ENVIRON PAGER=less -R
1743408331.173695 peer 0x130048000 message 105
1743408331.173698 client 0x12c00e400 IDENTIFY_ENVIRON HOMEBREW_REPOSITORY=/opt/homebrew
1743408331.173700 peer 0x130048000 message 105
1743408331.173702 client 0x12c00e400 IDENTIFY_ENVIRON XPC_SERVICE_NAME=0
1743408331.173704 peer 0x130048000 message 105
1743408331.173708 client 0x12c00e400 IDENTIFY_ENVIRON TERMINFO_DIRS=/Users/shemishtamesh/.nix-profile/share/terminfo:/run/current-system/sw/share/terminfo:/nix/var/nix/profiles/default/share/terminfo:/usr/share/terminfo
1743408331.173710 peer 0x130048000 message 105
1743408331.173713 client 0x12c00e400 IDENTIFY_ENVIRON KITTY_LISTEN_ON=unix:/tmp/kitty-665
1743408331.173715 peer 0x130048000 message 105
1743408331.173718 client 0x12c00e400 IDENTIFY_ENVIRON XDG_DATA_DIRS=/Users/shemishtamesh/.nix-profile/share:/run/current-system/sw/share:/nix/var/nix/profiles/default/share
1743408331.173721 peer 0x130048000 message 105
1743408331.173725 client 0x12c00e400 IDENTIFY_ENVIRON PATH=/opt/homebrew/bin:/opt/homebrew/sbin:/Users/shemishtamesh/.nix-profile/bin:/run/current-system/sw/bin:/nix/var/nix/profiles/default/bin:/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin:/Users/shemishtamesh/.zsh/plugins/vi-mode
1743408331.173727 peer 0x130048000 message 105
1743408331.173731 client 0x12c00e400 IDENTIFY_ENVIRON FZF_DEFAULT_OPTS=--color bg:#000000,bg+:#242422,fg:#918f88,fg+:#d9d7cc,header:#76abde,hl:#76abde,hl+:#76abde,info:#dfdf96,marker:#a6a5de,pointer:#a6a5de,prompt:#dfdf96,spinner:#a6a5de
1743408331.173734 peer 0x130048000 message 105
1743408331.173736 client 0x12c00e400 IDENTIFY_ENVIRON KITTY_INSTALLATION_DIR=/Applications/kitty.app/Contents/Resources/kitty
1743408331.173738 peer 0x130048000 message 105
1743408331.173741 client 0x12c00e400 IDENTIFY_ENVIRON __CF_USER_TEXT_ENCODING=0x1F6:0x0:0x0
1743408331.173743 peer 0x130048000 message 105
1743408331.173746 client 0x12c00e400 IDENTIFY_ENVIRON _=/Users/shemishtamesh/.nix-profile/bin/tmux
1743408331.173748 peer 0x130048000 message 106
1743408331.173751 client 0x12c00e400 name is client-27203
1743408331.173754 peer 0x130048000 message 200
1743408331.173757 cmd_unpack_argv: argv[0]=bind-key
1743408331.173759 cmd_unpack_argv: argv[1]=-T
1743408331.173761 cmd_unpack_argv: argv[2]=copy-mode-vi
1743408331.173763 cmd_unpack_argv: argv[3]=C-\\
1743408331.173765 cmd_unpack_argv: argv[4]=select-pane
1743408331.173767 cmd_unpack_argv: argv[5]=-l
1743408331.173771 cmd_parse_build_commands 0:0: bind-key
1743408331.173773 cmd_parse_build_commands 0:1: -T
1743408331.173775 cmd_parse_build_commands 0:2: copy-mode-vi
1743408331.173777 cmd_parse_build_commands 0:3: C-\\
1743408331.173779 cmd_parse_build_commands 0:4: select-pane
1743408331.173781 cmd_parse_build_commands 0:5: -l
1743408331.173785 args_parse_flags: next -T
1743408331.173788 args_parse_flag_argument: -T = copy-mode-vi
1743408331.173790 args_parse_flags: next C-\\
1743408331.173792 args_parse: flags end at 3 of 6
1743408331.173794 args_parse: 3 = C-\\ (type STRING)
1743408331.173797 args_parse: 4 = select-pane (type STRING)
1743408331.173799 args_parse: 5 = -l (type STRING)
1743408331.173806 cmd_parse_build_commands: bind-key -T copy-mode-vi C-\\\\ select-pane -l
1743408331.173810 cmdq_get_command: [bind-key/0x12bf27120] group 2988
1743408331.173813 cmdq_append <client-27203>: [bind-key/0x12bf27120]
1743408331.173816 cmdq_append <client-27203>: [server_client_command_done/0x12bf23fa0]
1743408331.173818 cmdq_next <global>: waiting
1743408331.173820 cmdq_next </dev/ttys000>: waiting
1743408331.173822 cmdq_next <client-27203>: enter
1743408331.173825 cmdq_next <client-27203>: [bind-key/0x12bf27120] (0), flags 0
1743408331.173833 cmdq_fire_command <client-27203>: (2988) bind-key -T copy-mode-vi C-\\\\ select-pane -l
1743408331.173836 cmd_find_best_session: 0 sessions to try
1743408331.173838 cmd_find_current_client: no target, return 0x0
1743408331.173841 cmd_find_best_session: 0 sessions to try
1743408331.173843 cmd_find_best_session: 0 sessions to try
1743408331.173845 cmd_parse_build_commands 0:0: select-pane
1743408331.173847 cmd_parse_build_commands 0:1: -l
1743408331.173850 args_parse_flags: next -l
1743408331.173853 args_parse_flags: -l
1743408331.173855 args_parse: flags end at 2 of 2
1743408331.173858 cmd_parse_build_commands: select-pane -l
1743408331.173862 key_bindings_add: 0x20000000005c C-\\ = select-pane -l
1743408331.173865 cmd_find_best_session: 0 sessions to try
1743408331.173867 unref client 0x12c00e400 (3 references)
1743408331.173870 cmdq_next <client-27203>: [server_client_command_done/0x12bf23fa0] (1), flags 0
1743408331.173872 unref client 0x12c00e400 (2 references)
1743408331.173875 cmdq_next <client-27203>: exit (empty)
1743408331.173877 cmdq_next <global>: waiting
1743408331.173879 cmdq_next </dev/ttys000>: waiting
1743408331.173881 cmdq_next <client-27203>: empty
1743408331.173883 sending message 203 to peer 0x130048000 (4 bytes)
1743408331.173893 cmdq_next <global>: waiting
1743408331.173895 cmdq_next </dev/ttys000>: waiting
1743408331.173898 cmdq_next <client-27203>: empty
1743408331.174084 lost client 0x12c00e400
1743408331.174098 remove peer 0x130048000
1743408331.174103 unref client 0x12c00e400 (1 references)
1743408331.174106 free client 0x12c00e400 (0 references)
1743408331.174109 cmdq_next <global>: waiting
1743408331.174112 cmdq_next </dev/ttys000>: waiting
1743408331.174388 job error 0x12bf2d1a0: /nix/store/8n64l3npnbam9l7b3ys78z496iv7rkjz-tmuxplugin-vim-tmux-navigator-unstable-2022-08-21/share/tmux-plugins/vim-tmux-navigator/vim-tmux-navigator.tmux, pid 27178
1743408331.174395 server_signal: Child exited: 20
1743408331.174400 job died 0x12bf2d1a0: /nix/store/8n64l3npnbam9l7b3ys78z496iv7rkjz-tmuxplugin-vim-tmux-navigator-unstable-2022-08-21/share/tmux-plugins/vim-tmux-navigator/vim-tmux-navigator.tmux, pid 27178
1743408331.174405 free job 0x12bf2d1a0: /nix/store/8n64l3npnbam9l7b3ys78z496iv7rkjz-tmuxplugin-vim-tmux-navigator-unstable-2022-08-21/share/tmux-plugins/vim-tmux-navigator/vim-tmux-navigator.tmux
1743408331.174414 cmdq_next <global>: enter
1743408331.174417 cmdq_next <global>: [run-shell/0x12bf2f690] (0), flags 1
1743408331.174421 cmdq_next <global>: [bind-key/0x12bf2f080] (0), flags 0
1743408331.174429 cmdq_fire_command <global>: (2780) bind-key a run-shell -b "/nix/store/0i3mlsb7qp53wbs1py0kqkd06971bylh-tmuxplugin-tmux-fzf-unstable-2023-10-24/share/tmux-plugins/tmux-fzf/scripts/session.sh switch"
1743408331.174432 cmd_find_best_session: 0 sessions to try
1743408331.174435 cmd_find_current_client: no target, return 0x0
1743408331.174437 cmd_find_best_session: 0 sessions to try
1743408331.174440 cmd_find_current_client: no target, return 0x0
1743408331.174442 cmd_find_best_session: 0 sessions to try
1743408331.174444 cmd_find_best_session: 0 sessions to try
1743408331.174447 cmd_parse_build_commands 0:0: run-shell
1743408331.174450 cmd_parse_build_commands 0:1: -b
1743408331.174453 cmd_parse_build_commands 0:2: /nix/store/0i3mlsb7qp53wbs1py0kqkd06971bylh-tmuxplugin-tmux-fzf-unstable-2023-10-24/share/tmux-plugins/tmux-fzf/scripts/session.sh switch
1743408331.174457 args_parse_flags: next -b
1743408331.174460 args_parse_flags: -b
1743408331.174462 args_parse_flags: next /nix/store/0i3mlsb7qp53wbs1py0kqkd06971bylh-tmuxplugin-tmux-fzf-unstable-2023-10-24/share/tmux-plugins/tmux-fzf/scripts/session.sh switch
1743408331.174465 args_parse: flags end at 2 of 3
1743408331.174468 args_parse: 2 = /nix/store/0i3mlsb7qp53wbs1py0kqkd06971bylh-tmuxplugin-tmux-fzf-unstable-2023-10-24/share/tmux-plugins/tmux-fzf/scripts/session.sh switch (type STRING)
1743408331.174476 cmd_parse_build_commands: run-shell -b "/nix/store/0i3mlsb7qp53wbs1py0kqkd06971bylh-tmuxplugin-tmux-fzf-unstable-2023-10-24/share/tmux-plugins/tmux-fzf/scripts/session.sh switch"
1743408331.174491 key_bindings_add: 0x61 a = run-shell -b "/nix/store/0i3mlsb7qp53wbs1py0kqkd06971bylh-tmuxplugin-tmux-fzf-unstable-2023-10-24/share/tmux-plugins/tmux-fzf/scripts/session.sh switch"
1743408331.174494 cmd_find_best_session: 0 sessions to try
1743408331.174497 cmdq_next <global>: [run-shell/0x12bf36fa0] (0), flags 0
1743408331.174502 cmdq_fire_command <global>: (2783) run-shell /nix/store/0i3mlsb7qp53wbs1py0kqkd06971bylh-tmuxplugin-tmux-fzf-unstable-2023-10-24/share/tmux-plugins/tmux-fzf/main.tmux
1743408331.174504 cmd_find_best_session: 0 sessions to try
1743408331.174506 cmd_find_current_client: no target, return 0x0
1743408331.174508 cmd_find_best_session: 0 sessions to try
1743408331.174511 cmd_find_current_client: no target, return 0x0
1743408331.174513 cmd_find_best_session: 0 sessions to try
1743408331.174515 cmd_find_target: target none, type pane, item 0x12bf36fa0, flags QUIET,CANFAIL
1743408331.174518 cmd_find_best_session: 0 sessions to try
1743408331.174520 cmd_find_target: error
1743408331.174526 format_defaults: c=none
1743408331.174528 format_defaults: s=none
1743408331.174530 format_defaults: wl=none
1743408331.174532 format_defaults: wp=none
1743408331.174548 format_expand1: expanding format: /nix/store/0i3mlsb7qp53wbs1py0kqkd06971bylh-tmuxplugin-tmux-fzf-unstable-2023-10-24/share/tmux-plugins/tmux-fzf/main.tmux
1743408331.174551 format_expand1: result is: /nix/store/0i3mlsb7qp53wbs1py0kqkd06971bylh-tmuxplugin-tmux-fzf-unstable-2023-10-24/share/tmux-plugins/tmux-fzf/main.tmux
1743408331.174554 cmdq_next <global>: exit (wait)
1743408331.174557 cmdq_next </dev/ttys000>: waiting
1743408331.174559 cmdq_next <global>: waiting
1743408331.174561 cmdq_next </dev/ttys000>: waiting
1743408331.174810 job_run: cmd=/nix/store/0i3mlsb7qp53wbs1py0kqkd06971bylh-tmuxplugin-tmux-fzf-unstable-2023-10-24/share/tmux-plugins/tmux-fzf/main.tmux, cwd=/Users/shemishtamesh/.config/system-flake, shell=/bin/sh
1743408331.174851 run job 0x11bf076f0: /nix/store/0i3mlsb7qp53wbs1py0kqkd06971bylh-tmuxplugin-tmux-fzf-unstable-2023-10-24/share/tmux-plugins/tmux-fzf/main.tmux, pid 27204
1743408331.174858 cmdq_next <global>: waiting
1743408331.174860 cmdq_next </dev/ttys000>: waiting
1743408331.174871 job write 0x11bf076f0: /nix/store/0i3mlsb7qp53wbs1py0kqkd06971bylh-tmuxplugin-tmux-fzf-unstable-2023-10-24/share/tmux-plugins/tmux-fzf/main.tmux, pid 27204, output left 0
1743408331.174875 cmdq_next <global>: waiting
1743408331.174877 cmdq_next </dev/ttys000>: waiting
1743408331.174954 job_run: cmd=/nix/store/0i3mlsb7qp53wbs1py0kqkd06971bylh-tmuxplugin-tmux-fzf-unstable-2023-10-24/share/tmux-plugins/tmux-fzf/main.tmux, cwd=/Users/shemishtamesh/.config/system-flake, shell=/bin/sh
1743408331.194551 add peer 0x130048000: 11 (0x12c00e400)
1743408331.194585 new client 0x12c00e400
1743408331.194590 cmdq_next <global>: waiting
1743408331.194592 cmdq_next </dev/ttys000>: waiting
1743408331.194601 peer 0x130048000 message 111
1743408331.194604 client 0x12c00e400 IDENTIFY_LONGFLAGS 0x10000
1743408331.194607 peer 0x130048000 message 111
1743408331.194609 client 0x12c00e400 IDENTIFY_LONGFLAGS 0x10000
1743408331.194611 peer 0x130048000 message 101
1743408331.194613 client 0x12c00e400 IDENTIFY_TERM xterm-kitty
1743408331.194615 peer 0x130048000 message 109
1743408331.194618 client 0x12c00e400 IDENTIFY_FEATURES 
1743408331.194620 peer 0x130048000 message 102
1743408331.194622 client 0x12c00e400 IDENTIFY_TTYNAME 
1743408331.194624 peer 0x130048000 message 108
1743408331.194640 client 0x12c00e400 IDENTIFY_CWD /Users/shemishtamesh/.config/system-flake
1743408331.194643 cmdq_next <global>: waiting
1743408331.194645 cmdq_next </dev/ttys000>: waiting
1743408331.194653 peer 0x130048000 message 104
1743408331.194655 client 0x12c00e400 IDENTIFY_STDIN 12
1743408331.194657 cmdq_next <global>: waiting
1743408331.194660 cmdq_next </dev/ttys000>: waiting
1743408331.194664 peer 0x130048000 message 110
1743408331.194667 client 0x12c00e400 IDENTIFY_STDOUT 13
1743408331.194669 peer 0x130048000 message 107
1743408331.194671 client 0x12c00e400 IDENTIFY_CLIENTPID 27208
1743408331.194680 peer 0x130048000 message 105
1743408331.194683 client 0x12c00e400 IDENTIFY_ENVIRON SHELL=/bin/sh
1743408331.194685 peer 0x130048000 message 105
1743408331.194688 client 0x12c00e400 IDENTIFY_ENVIRON WINDOWID=872
1743408331.194690 peer 0x130048000 message 105
1743408331.194692 client 0x12c00e400 IDENTIFY_ENVIRON COLORTERM=truecolor
1743408331.194695 peer 0x130048000 message 105
1743408331.194697 client 0x12c00e400 IDENTIFY_ENVIRON __HM_SESS_VARS_SOURCED=1
1743408331.194700 peer 0x130048000 message 105
1743408331.194703 client 0x12c00e400 IDENTIFY_ENVIRON XDG_CONFIG_DIRS=/Users/shemishtamesh/.nix-profile/etc/xdg:/run/current-system/sw/etc/xdg:/nix/var/nix/profiles/default/etc/xdg
1743408331.194706 peer 0x130048000 message 105
1743408331.194708 client 0x12c00e400 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1743408331.194710 peer 0x130048000 message 105
1743408331.194713 client 0x12c00e400 IDENTIFY_ENVIRON TMUX=/private/tmp/tmux-502/test,27176,-1
1743408331.194715 peer 0x130048000 message 105
1743408331.194718 client 0x12c00e400 IDENTIFY_ENVIRON HISTSIZE=100000
1743408331.194720 peer 0x130048000 message 105
1743408331.194723 client 0x12c00e400 IDENTIFY_ENVIRON __CFBundleIdentifier=net.kovidgoyal.kitty
1743408331.194725 peer 0x130048000 message 105
1743408331.194728 client 0x12c00e400 IDENTIFY_ENVIRON TMUX_FZF_LAUNCH_KEY=C-f
1743408331.194730 peer 0x130048000 message 105
1743408331.194733 client 0x12c00e400 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.I8hXSXxWQu/Listeners
1743408331.194735 peer 0x130048000 message 105
1743408331.194738 client 0x12c00e400 IDENTIFY_ENVIRON HOMEBREW_PREFIX=/opt/homebrew
1743408331.194740 peer 0x130048000 message 105
1743408331.194742 client 0x12c00e400 IDENTIFY_ENVIRON KITTY_PID=665
1743408331.194744 peer 0x130048000 message 105
1743408331.194747 client 0x12c00e400 IDENTIFY_ENVIRON EDITOR=nvim
1743408331.194749 peer 0x130048000 message 105
1743408331.194752 client 0x12c00e400 IDENTIFY_ENVIRON PWD=/Users/shemishtamesh/.config/system-flake
1743408331.194754 peer 0x130048000 message 105
1743408331.194757 client 0x12c00e400 IDENTIFY_ENVIRON NIX_PROFILES=/nix/var/nix/profiles/default /run/current-system/sw /Users/shemishtamesh/.nix-profile
1743408331.194759 peer 0x130048000 message 105
1743408331.194762 client 0x12c00e400 IDENTIFY_ENVIRON LOGNAME=shemishtamesh
1743408331.194764 peer 0x130048000 message 105
1743408331.194767 client 0x12c00e400 IDENTIFY_ENVIRON MANPATH=:/Applications/kitty.app/Contents/Resources/man
1743408331.194769 peer 0x130048000 message 105
1743408331.194775 client 0x12c00e400 IDENTIFY_ENVIRON NIX_PATH=nixpkgs=flake:nixpkgs:/nix/var/nix/profiles/per-user/root/channels
1743408331.194777 peer 0x130048000 message 105
1743408331.194780 client 0x12c00e400 IDENTIFY_ENVIRON LaunchInstanceID=01EEA82D-CC43-4EBA-9630-5FDAF32B7818
1743408331.194782 peer 0x130048000 message 105
1743408331.194785 client 0x12c00e400 IDENTIFY_ENVIRON __NIX_DARWIN_SET_ENVIRONMENT_DONE=1
1743408331.194787 peer 0x130048000 message 105
1743408331.194790 client 0x12c00e400 IDENTIFY_ENVIRON KITTY_PUBLIC_KEY=1:6nn75ZUDGB%I*EX(kdU(3dvEKD&gKNd`Qdz(3^ZB
1743408331.194792 peer 0x130048000 message 105
1743408331.194794 client 0x12c00e400 IDENTIFY_ENVIRON COMMAND_MODE=unix2003
1743408331.194797 peer 0x130048000 message 105
1743408331.194799 client 0x12c00e400 IDENTIFY_ENVIRON GTK2_RC_FILES=/Users/shemishtamesh/.gtkrc-2.0
1743408331.194801 peer 0x130048000 message 105
1743408331.194804 client 0x12c00e400 IDENTIFY_ENVIRON HOME=/Users/shemishtamesh
1743408331.194806 peer 0x130048000 message 105
1743408331.194809 client 0x12c00e400 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1743408331.194811 peer 0x130048000 message 105
1743408331.194813 client 0x12c00e400 IDENTIFY_ENVIRON SECURITYSESSIONID=186b2
1743408331.194816 peer 0x130048000 message 105
1743408331.194818 client 0x12c00e400 IDENTIFY_ENVIRON KEYTIMEOUT=1
1743408331.194820 peer 0x130048000 message 105
1743408331.194823 client 0x12c00e400 IDENTIFY_ENVIRON STARSHIP_SHELL=zsh
1743408331.194825 peer 0x130048000 message 105
1743408331.194831 client 0x12c00e400 IDENTIFY_ENVIRON NIX_SSL_CERT_FILE=/etc/ssl/certs/ca-certificates.crt
1743408331.194833 peer 0x130048000 message 105
1743408331.194836 client 0x12c00e400 IDENTIFY_ENVIRON KITTY_WINDOW_ID=5
1743408331.194838 peer 0x130048000 message 105
1743408331.194841 client 0x12c00e400 IDENTIFY_ENVIRON MANROFFOPT=-c
1743408331.194843 peer 0x130048000 message 105
1743408331.194846 client 0x12c00e400 IDENTIFY_ENVIRON TMPDIR=/var/folders/_3/zw5c7_b92xz0kd6j1v9p9f6h0000gp/T/
1743408331.194848 peer 0x130048000 message 105
1743408331.194851 client 0x12c00e400 IDENTIFY_ENVIRON SAVEHIST=100000
1743408331.194853 peer 0x130048000 message 105
1743408331.194855 client 0x12c00e400 IDENTIFY_ENVIRON resurrect_dir=/Users/shemishtamesh/.local/share/tmux/resurrect
1743408331.194858 peer 0x130048000 message 105
1743408331.194860 client 0x12c00e400 IDENTIFY_ENVIRON STARSHIP_SESSION_KEY=8809172824985868
1743408331.194863 peer 0x130048000 message 105
1743408331.194865 client 0x12c00e400 IDENTIFY_ENVIRON NIX_USER_PROFILE_DIR=/nix/var/nix/profiles/per-user/shemishtamesh
1743408331.194867 peer 0x130048000 message 105
1743408331.194870 client 0x12c00e400 IDENTIFY_ENVIRON INFOPATH=/opt/homebrew/share/info:
1743408331.194872 peer 0x130048000 message 105
1743408331.194875 client 0x12c00e400 IDENTIFY_ENVIRON MANWIDTH=999
1743408331.194877 peer 0x130048000 message 105
1743408331.194880 client 0x12c00e400 IDENTIFY_ENVIRON TERMINFO=/Applications/kitty.app/Contents/Resources/kitty/terminfo
1743408331.194882 peer 0x130048000 message 105
1743408331.194884 client 0x12c00e400 IDENTIFY_ENVIRON TERM=xterm-kitty
1743408331.194887 peer 0x130048000 message 105
1743408331.194889 client 0x12c00e400 IDENTIFY_ENVIRON USER=shemishtamesh
1743408331.194891 peer 0x130048000 message 105
1743408331.194894 client 0x12c00e400 IDENTIFY_ENVIRON HOMEBREW_CELLAR=/opt/homebrew/Cellar
1743408331.194896 peer 0x130048000 message 105
